github_path,filename,source_local_path,sha256,size_bytes,project_stage,status,authoritative,usable_now,problem,notes
research/btc_macro_nautilus/macro_structure/macro_structure_review_log20_fibtime_fixed_local.py,macro_structure_review_log20_fibtime_fixed_local.py,/Users/yeshevika/Documents/Codex/2026-07-17/new-chat/work/macro_structure_review_log20_fibtime_fixed_local.py,4ad5b38f7388b9b61048e0e744e03efe98c612cf351371759e1ee51797131185,79787,macro_structure_generation,working,NO,NO,Should not be rerun to redefine approved legs without explicit provenance review.,Archived for provenance as the original local script.
research/btc_macro_nautilus/trade_refinement/aggfirst/macro_trade_refinement_anchors.csv,macro_trade_refinement_anchors.csv,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/outputs/macro_trade_refinement_aggfirst/macro_trade_refinement_anchors.csv,5822eab8c6b12499202aaf2d486204374b5cc77073d7d6d00e37c27e8506fce4,30627,trade_refinement_aggfirst,working,NO,YES,Run stopped with 44/138 anchors source_unavailable.,Last confirmed refinement result set.
research/btc_macro_nautilus/trade_refinement/aggfirst/macro_trade_touches.csv,macro_trade_touches.csv,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/outputs/macro_trade_refinement_aggfirst/macro_trade_touches.csv,a3f03c28f0e02732295bf3af02198de2c4d83d3d6916c3827477693a77e9fc45,602285,trade_refinement_aggfirst,working,NO,YES,Not complete coverage for all anchors.,Report says 1320 preserved touch rows.
research/btc_macro_nautilus/trade_refinement/aggfirst/macro_boundary_fragments_5m.csv,macro_boundary_fragments_5m.csv,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/outputs/macro_trade_refinement_aggfirst/macro_boundary_fragments_5m.csv,bbd860dd258fd4558b897bd9cede51406f8457107b63cf7e9acb7f7145f1a15f,16297,trade_refinement_aggfirst,authoritative,YES,YES,Only 46 rows were authoritative; coverage is partial.,Authoritative only for the resolved subset.
research/btc_macro_nautilus/trade_refinement/aggfirst/partial_macro_trade_touches.csv,partial_macro_trade_touches.csv,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/outputs/macro_trade_refinement_aggfirst/partial_macro_trade_touches.csv,5b63f79d38a4cbd5149d02128266295477379b1cf4439cafb270a0ed22bc914b,602285,trade_refinement_aggfirst,diagnostic,NO,NO,Incomplete by design.,Partial file retained for auditability.
research/btc_macro_nautilus/trade_refinement/aggfirst/partial_source_days.csv,partial_source_days.csv,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/outputs/macro_trade_refinement_aggfirst/partial_source_days.csv,efa09bc7a688a8b255a8cb2c21167139d13c6ff9aea2ff0e678307f7e2a43460,39545,trade_refinement_aggfirst,diagnostic,NO,NO,Incomplete by design.,Partial file retained for auditability.
research/btc_macro_nautilus/trade_refinement/aggfirst/macro_trade_refinement_report.md,macro_trade_refinement_report.md,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/outputs/macro_trade_refinement_aggfirst/macro_trade_refinement_report.md,977233062ffad948a382ed978538fe2cb7d1ac60a946eea2a02a31e067ba2484,1234,trade_refinement_aggfirst,working,NO,YES,Documents unresolved 44-anchor source gap.,Original report archived under versioned path.
research/btc_macro_nautilus/structure_research/v2/build_structure_research_dataset_v2.py,build_structure_research_dataset_v2.py,/Users/yeshevika/Documents/Codex/2026-07-17/new-chat/work/build_structure_research_dataset_v2.py,9113d9d01898f6bf4536e7c1f0818499531f208245a54d23e371873b690355db,122275,structure_research_v2,legacy,NO,NO,Earlier documentation reports missing early 4H coverage and boundary mismatches.,Archived as original script for provenance.
research/btc_macro_nautilus/structure_research/v2/run_20260718/structure_research_qa_v2.json,structure_research_qa_v2.json,/Users/yeshevika/Documents/Codex/2026-07-17/new-chat/outputs/structure_research_dataset_v2_20260718/structure_research_qa_v2.json,bd27f22dbea84fb3c39b08b150cb348dc26f2eee7075eda56c33c78e7f3eef0f,121976,structure_research_v2,diagnostic,NO,NO,QA belongs to the legacy v2 dataset lineage.,Archived with the corresponding v2 builder.
research/btc_macro_nautilus/structure_research/v2/run_20260718/structure_research_summary_v2.json,structure_research_summary_v2.json,/Users/yeshevika/Documents/Codex/2026-07-17/new-chat/outputs/structure_research_dataset_v2_20260718/structure_research_summary_v2.json,5eb083e52cf3ce1845149c89c6f0921996f4d9ed320f8f34bc3cdba9ee0ca5d9,5557,structure_research_v2,diagnostic,NO,NO,Summary belongs to the legacy v2 dataset lineage.,Archived with the corresponding v2 builder.
research/btc_macro_nautilus/structure_research/v3/build_structure_research_dataset_v3.py,build_structure_research_dataset_v3.py,/Users/yeshevika/Documents/Codex/2026-07-17/new-chat/work/build_structure_research_dataset_v3.py,8cc1e2778ae2f8d8b21e3b2f7690f08cc7f066ef7fa294784633c3fe21dc30d9,260722,structure_research_v3,legacy,NO,NO,Superseded by later work and not documented as a trustworthy final pipeline.,Archived for provenance only.
research/btc_macro_nautilus/structure_research/v3/test_structure_research_v3.py,test_structure_research_v3.py,/Users/yeshevika/Documents/Codex/2026-07-17/new-chat/work/test_structure_research_v3.py,d7e59b6799773d4193c0091f005373fdab4dc412d18c5f08de6008161c0c8f38,17739,structure_research_v3,legacy,NO,NO,Superseded by later work and not documented as a trustworthy final pipeline.,Archived for provenance only.
research/btc_macro_nautilus/structure_research/v3/render_structure_research_v3_html.py,render_structure_research_v3_html.py,/Users/yeshevika/Documents/Codex/2026-07-17/new-chat/work/render_structure_research_v3_html.py,d975f7ef422a2efe8b5954cc4633b6c82648257c6ea514b8ff7f41ecc6a17d50,32669,structure_research_v3,legacy,NO,NO,Superseded by later work and not documented as a trustworthy final pipeline.,Archived for provenance only.
research/btc_macro_nautilus/structure_research/v4/build_structure_research_dataset_v4.py,build_structure_research_dataset_v4.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/build_structure_research_dataset_v4.py,0aba779aa3024f211e185a05faade62472cb58bd918275c5ef6b6ea67406537d,13032,structure_research_v4,broken,NO,NO,Entry point remains untrusted as a finished dataset pipeline.,Original local file archived under versioned path.
research/btc_macro_nautilus/structure_research/v4/render_structure_research_v4_html.py,render_structure_research_v4_html.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/render_structure_research_v4_html.py,323192349d909fc76746bd8db8504c50c60e093cfe1469404c6ae84832642f4c,4973,structure_research_v4,working,NO,NO,"Useful for inspection, but the underlying v4 dataset lineage is not authoritative.",Original local file archived under versioned path.
research/btc_macro_nautilus/structure_research/v4/test_structure_research_v4.py,test_structure_research_v4.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/test_structure_research_v4.py,477758e96172b6b316cfc590ffab081a149ecaa28ffbb42b9acae000095ef161,9132,structure_research_v4,diagnostic,NO,NO,Existing tests do not make the overall v4 pipeline trustworthy.,Original local file archived under versioned path.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/__init__.py,__init__.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/__init__.py,167699b3fa54993b5b58e6bc891de10420ce61a4830dd24c81ec2866efc80809,59,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/canonical.py,canonical.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/canonical.py,f223f62952ae87e8e33d3e8a60055fd5ba92eebf9798595e6f39670832088908,3501,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/causal_features.py,causal_features.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/causal_features.py,30f942124a53924d19a95c00da1b970d6ddb29d55f76e74c93e36849f9f48cfc,5982,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/checkpoint.py,checkpoint.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/checkpoint.py,455244e64d94e3b0858e2766778b4f8d4cd992dbd52a63c4c5222fee5ae28337,668,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/config.py,config.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/config.py,6db84add04d18e7e25f59fbcfab509e54d16abfa207550cb9f7d08bdac370dd1,832,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/decision_support.py,decision_support.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/decision_support.py,1ddecfc8ae6c320e1d85c810380edd50d24d2e6a4df75227ae0964be587c00d8,2234,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/dynamic_ranges.py,dynamic_ranges.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/dynamic_ranges.py,1b75c643d6aaad996e17af532c14db31913fa91919f097d542e613426d048325,7815,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/events.py,events.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/events.py,89f1180aa59576dcf57a7e811998cabcbee68fc2e4e4c520e74b96b3c7a7316d,2591,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/excursions.py,excursions.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/excursions.py,9276407e3aaf8bf62c18907eae3dfb1ff880ee408c7aa26d6ac3a238f62c5985,3691,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/fibtime.py,fibtime.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/fibtime.py,2cd401ca0e0784ab4f66a6c715f3070e0c86fa16a7689a886d404e11ed5859e9,2126,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/io.py,io.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/io.py,b221b31a918d1370a3ae67e3df6dd8e4b02ff828217289f2acd7c8962a037188,2114,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/qa.py,qa.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/qa.py,566a158dede87e04cb3727d82f8b77cb71f8fdec476810c025a638573353b3e4,1657,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/relationships.py,relationships.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/relationships.py,910ca5cf5f1c0cca20b2adb0ff9d2af03b1be9e5e8eb398a0204515cb6574c93,5729,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/schemas.py,schemas.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/schemas.py,f310ca9c86efe6a564acf73fa3ee7e5fcc1503f6b8117682665b548d097c9643,1667,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/structure_research_v4/source_discovery.py,source_discovery.py,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/structure_research_v4/source_discovery.py,25b6a33385db0f296dc093f7b3b1318026ebc46545fd9fb1e1b0ad57916fa943,4518,structure_research_v4,working,NO,NO,"Package exists, but the overall v4 pipeline is still not accepted as authoritative.",This finding resolves the earlier archive note that the package was missing.
research/btc_macro_nautilus/structure_research/v4/run_20260726/structure_research_qa_v4.json,structure_research_qa_v4.json,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/outputs/structure_research_dataset_v4_20260726/structure_research_qa_v4.json,4ea45e22cfcf27d188d0ed2961c5f468e83ce47bd9721f23f4a52995aca5da8f,154,structure_research_v4,diagnostic,NO,NO,QA belongs to an untrusted v4 dataset lineage.,Archived with the corresponding v4 code and failure report.
research/btc_macro_nautilus/structure_research/v4/run_20260726/failure_report.json,failure_report.json,/Users/yeshevika/Documents/Codex/2026-07-26/files-mentioned-by-the-user-codex/outputs/structure_research_dataset_v4_20260726/failure_report.json,93344c1299ce6759596d75eddcfb587736f35739e2cc6ac6dd73cd148533ea65,100,structure_research_v4,diagnostic,NO,NO,Failure report documents unresolved pipeline issues rather than a clean final run.,Archived with the corresponding v4 code and QA report.
