impulse_id,direction,start_event_id,end_event_id,start_time,start_price,end_time,end_price,available_at_time,regime_anchor_time,regime_anchor_price,status,structural_status,confirmed_at,is_open,duration_days,fib_wait_days,fib_deadline,duration
SFI0021,up,E00139,E00140,2018-06-24T00:00:00+00:00,5750.0,2018-07-25T00:00:00+00:00,8491.77,2018-08-05T20:12:28.800000+00:00,2018-06-24T00:00:00+00:00,5750.0,finished_confirmed,impulse_finished_confirmed,2018-08-05T20:12:28.800000+00:00,False,31.0,11.842,2018-08-05T20:12:28.800000+00:00,31.0
SFI0022,down,E00140,E00148,2018-07-25T00:00:00+00:00,8491.77,2018-08-14T00:00:00+00:00,5880.0,2018-08-28T23:59:59.999000+00:00,2018-07-25T00:00:00+00:00,8491.77,finished_confirmed,impulse_finished_confirmed,2018-08-24T00:00:00+00:00,False,20.0,10.0,2018-08-24T00:00:00+00:00,20.0
SFI0023,up,E00148,E00149,2018-08-14T00:00:00+00:00,5880.0,2018-09-04T00:00:00+00:00,7410.0,2018-09-14T00:00:00+00:00,2018-08-14T00:00:00+00:00,5880.0,finished_confirmed,impulse_finished_confirmed,2018-09-14T00:00:00+00:00,False,21.0,10.0,2018-09-14T00:00:00+00:00,21.0
SFI0024,down,E00149,E00152,2018-09-04T00:00:00+00:00,7410.0,2018-09-19T00:00:00+00:00,6123.0,2018-10-15T23:59:59.999000+00:00,2018-09-04T00:00:00+00:00,7410.0,finished_confirmed,impulse_finished_confirmed,2018-09-29T00:00:00+00:00,False,15.0,10.0,2018-09-29T00:00:00+00:00,15.0
SFI0025,up,E00152,E00153,2018-09-19T00:00:00+00:00,6123.0,2018-10-15T00:00:00+00:00,7680.0,2018-10-29T23:59:59.999000+00:00,2018-09-19T00:00:00+00:00,6123.0,finished_confirmed,impulse_finished_confirmed,2018-10-25T00:00:00+00:00,False,26.0,10.0,2018-10-25T00:00:00+00:00,26.0
SFI0026,up,E00163,E00164,2018-11-25T00:00:00+00:00,3652.66,2018-11-29T00:00:00+00:00,4450.38,2018-12-09T00:00:00+00:00,2018-11-25T00:00:00+00:00,3652.66,finished_confirmed,impulse_finished_confirmed,2018-12-09T00:00:00+00:00,False,4.0,10.0,2018-12-09T00:00:00+00:00,4.0
SFI0027,down,E00164,E00169,2018-11-29T00:00:00+00:00,4450.38,2018-12-15T00:00:00+00:00,3156.26,2018-12-25T00:00:00+00:00,2018-11-29T00:00:00+00:00,4450.38,finished_confirmed,impulse_finished_confirmed,2018-12-25T00:00:00+00:00,False,16.0,10.0,2018-12-25T00:00:00+00:00,16.0
SFI0028,up,E00169,E00170,2018-12-15T00:00:00+00:00,3156.26,2018-12-24T00:00:00+00:00,4198.0,2019-01-11T23:59:59.999000+00:00,2018-12-15T00:00:00+00:00,3156.26,finished_confirmed,impulse_finished_confirmed,2019-01-03T00:00:00+00:00,False,9.0,10.0,2019-01-03T00:00:00+00:00,9.0
SFI0029,down,E00170,E00176,2018-12-24T00:00:00+00:00,4198.0,2019-01-29T00:00:00+00:00,3349.92,2019-02-23T23:59:59.999000+00:00,2018-12-24T00:00:00+00:00,4198.0,finished_confirmed,impulse_finished_confirmed,2019-02-11T18:02:52.800000+00:00,False,36.0,13.752,2019-02-11T18:02:52.800000+00:00,36.0
SFI0030,up,E00179,E00180,2019-05-18T00:00:00+00:00,7156.61,2019-05-30T00:00:00+00:00,9074.26,2019-06-09T00:00:00+00:00,2019-05-18T00:00:00+00:00,7156.61,finished_confirmed,impulse_finished_confirmed,2019-06-09T00:00:00+00:00,False,12.0,10.0,2019-06-09T00:00:00+00:00,12.0
SFI0031,down,E00180,E00183,2019-05-30T00:00:00+00:00,9074.26,2019-06-06T00:00:00+00:00,7444.58,2019-06-16T23:59:59.999000+00:00,2019-05-30T00:00:00+00:00,9074.26,finished_confirmed,impulse_finished_confirmed,2019-06-16T00:00:00+00:00,False,7.0,10.0,2019-06-16T00:00:00+00:00,7.0
SFI0032,up,E00183,E00184,2019-06-06T00:00:00+00:00,7444.58,2019-06-26T00:00:00+00:00,13970.0,2019-07-06T00:00:00+00:00,2019-06-06T00:00:00+00:00,7444.58,finished_confirmed,impulse_finished_confirmed,2019-07-06T00:00:00+00:00,False,20.0,10.0,2019-07-06T00:00:00+00:00,20.0
SFI0033,down,E00184,E00189,2019-06-26T00:00:00+00:00,13970.0,2019-07-02T00:00:00+00:00,9727.0,2019-07-12T00:00:00+00:00,2019-06-26T00:00:00+00:00,13970.0,finished_confirmed,impulse_finished_confirmed,2019-07-12T00:00:00+00:00,False,6.0,10.0,2019-07-12T00:00:00+00:00,6.0
SFI0034,up,E00189,E00190,2019-07-02T00:00:00+00:00,9727.0,2019-07-10T00:00:00+00:00,13147.08,2019-07-20T00:00:00+00:00,2019-07-02T00:00:00+00:00,9727.0,finished_confirmed,impulse_finished_confirmed,2019-07-20T00:00:00+00:00,False,8.0,10.0,2019-07-20T00:00:00+00:00,8.0
SFI0035,down,E00190,E00195,2019-07-10T00:00:00+00:00,13147.08,2019-07-17T00:00:00+00:00,9060.0,2019-07-27T00:00:00+00:00,2019-07-10T00:00:00+00:00,13147.08,finished_confirmed,impulse_finished_confirmed,2019-07-27T00:00:00+00:00,False,7.0,10.0,2019-07-27T00:00:00+00:00,7.0
SFI0036,up,E00198,E00199,2019-07-29T00:00:00+00:00,9395.0,2019-08-06T00:00:00+00:00,12330.7,2019-08-16T00:00:00+00:00,2019-07-29T00:00:00+00:00,9395.0,finished_confirmed,impulse_finished_confirmed,2019-08-16T00:00:00+00:00,False,8.0,10.0,2019-08-16T00:00:00+00:00,8.0
SFI0037,up,E00210,E00211,2019-10-23T16:00:00+00:00,7172.76,2019-10-26T00:00:00+00:00,10408.48,2019-11-05T00:00:00+00:00,2019-10-23T16:00:00+00:00,7172.76,finished_confirmed,impulse_finished_confirmed,2019-11-05T00:00:00+00:00,False,2.333333,10.0,2019-11-05T00:00:00+00:00,2.333333
SFI0038,down,E00211,E00227,2019-10-26T00:00:00+00:00,10408.48,2019-11-25T04:00:00+00:00,6510.19,2019-12-06T16:34:04.811001600+00:00,2019-10-26T00:00:00+00:00,10408.48,finished_confirmed,impulse_finished_confirmed,2019-12-06T16:34:04.811001600+00:00,False,30.166667,11.52366679,2019-12-06T16:34:04.811001600+00:00,30.166667
SFI0039,up,E00232,E00233,2020-01-03T00:00:00+00:00,6863.44,2020-02-13T12:00:00+00:00,10540.0,2020-02-29T08:28:19.200000+00:00,2020-01-03T00:00:00+00:00,6863.44,finished_confirmed,impulse_finished_confirmed,2020-02-29T08:28:19.200000+00:00,False,41.5,15.853,2020-02-29T08:28:19.200000+00:00,41.5
SFI0040,up,E00248,E00252,2020-03-20T20:00:00+00:00,5650.0,2020-05-07T20:00:00+00:00,10080.0,2020-05-26T04:03:50.400000+00:00,2020-03-20T20:00:00+00:00,5650.0,finished_confirmed,impulse_finished_confirmed,2020-05-26T04:03:50.400000+00:00,False,48.0,18.336,2020-05-26T04:03:50.400000+00:00,48.0
SFI0041,down,E00252,E00254,2020-05-07T20:00:00+00:00,10080.0,2020-05-11T16:00:00+00:00,8151.12,2020-05-21T16:00:00+00:00,2020-05-07T20:00:00+00:00,10080.0,finished_confirmed,impulse_finished_confirmed,2020-05-21T16:00:00+00:00,False,3.833333,10.0,2020-05-21T16:00:00+00:00,3.833333
SFI0042,up,E00254,E00255,2020-05-11T16:00:00+00:00,8151.12,2020-08-17T16:00:00+00:00,12499.42,2020-09-24T02:27:50.400000+00:00,2020-05-11T16:00:00+00:00,8151.12,finished_confirmed,impulse_finished_confirmed,2020-09-24T02:27:50.400000+00:00,False,98.0,37.436,2020-09-24T02:27:50.400000+00:00,98.0
SFI0043,down,E00255,E00258,2020-08-17T16:00:00+00:00,12499.42,2020-09-05T16:00:00+00:00,9808.58,2020-10-19T23:59:59.999000+00:00,2020-08-17T16:00:00+00:00,12499.42,finished_confirmed,impulse_finished_confirmed,2020-09-15T16:00:00+00:00,False,19.0,10.0,2020-09-15T16:00:00+00:00,19.0
SFI0044,up,E00279,E00282,2021-01-05T04:00:00+00:00,29900.0,2021-01-08T12:00:00+00:00,42125.51,2021-01-18T12:00:00+00:00,2021-01-05T04:00:00+00:00,29900.0,finished_confirmed,impulse_finished_confirmed,2021-01-18T12:00:00+00:00,False,3.333333,10.0,2021-01-18T12:00:00+00:00,3.333333
SFI0045,up,E00285,E00286,2021-01-13T00:00:00+00:00,32420.0,2021-01-14T12:00:00+00:00,40189.39,2021-01-24T12:00:00+00:00,2021-01-13T00:00:00+00:00,32420.0,finished_confirmed,impulse_finished_confirmed,2021-01-24T12:00:00+00:00,False,1.5,10.0,2021-01-24T12:00:00+00:00,1.5
SFI0046,down,E00286,E00289,2021-01-14T12:00:00+00:00,40189.39,2021-01-22T00:00:00+00:00,28880.0,2021-02-01T00:00:00+00:00,2021-01-14T12:00:00+00:00,40189.39,finished_confirmed,impulse_finished_confirmed,2021-02-01T00:00:00+00:00,False,7.5,10.0,2021-02-01T00:00:00+00:00,7.5
SFI0047,down,E00290,E00293,2021-01-29T12:00:00+00:00,38641.1,2021-01-31T16:00:00+00:00,32193.04,2021-02-10T16:00:00+00:00,2021-01-29T12:00:00+00:00,38641.1,finished_confirmed,impulse_finished_confirmed,2021-02-10T16:00:00+00:00,False,2.166667,10.0,2021-02-10T16:00:00+00:00,2.166667
SFI0048,up,E00304,E00308,2021-02-10T12:00:00+00:00,43770.0,2021-02-21T16:00:00+00:00,58472.14,2021-03-03T16:00:00+00:00,2021-02-10T12:00:00+00:00,43770.0,finished_confirmed,impulse_finished_confirmed,2021-03-03T16:00:00+00:00,False,11.166667,10.0,2021-03-03T16:00:00+00:00,11.166667
SFI0049,down,E00308,E00314,2021-02-21T16:00:00+00:00,58472.14,2021-02-28T16:00:00+00:00,43002.05,2021-03-10T16:00:00+00:00,2021-02-21T16:00:00+00:00,58472.14,finished_confirmed,impulse_finished_confirmed,2021-03-10T16:00:00+00:00,False,7.0,10.0,2021-03-10T16:00:00+00:00,7.0
SFI0050,up,E00314,E00316,2021-02-28T16:00:00+00:00,43002.05,2021-03-13T20:00:00+00:00,61950.0,2021-03-25T23:59:59.999000+00:00,2021-02-28T16:00:00+00:00,43002.05,finished_confirmed,impulse_finished_confirmed,2021-03-23T20:00:00+00:00,False,13.166667,10.0,2021-03-23T20:00:00+00:00,13.166667
SFI0051,down,E00316,E00318,2021-03-13T20:00:00+00:00,61950.0,2021-03-26T00:00:00+00:00,51260.0,2021-04-10T23:59:59.999000+00:00,2021-03-13T20:00:00+00:00,61950.0,finished_confirmed,impulse_finished_confirmed,2021-04-05T00:00:00+00:00,False,12.166667,10.0,2021-04-05T00:00:00+00:00,12.166667
SFI0052,up,E00318,E00321,2021-03-26T00:00:00+00:00,51260.0,2021-04-14T04:00:00+00:00,64986.11,2021-04-24T04:00:00+00:00,2021-03-26T00:00:00+00:00,51260.0,finished_confirmed,impulse_finished_confirmed,2021-04-24T04:00:00+00:00,False,19.166667,10.0,2021-04-24T04:00:00+00:00,19.166667
SFI0053,down,E00321,E00327,2021-04-14T04:00:00+00:00,64986.11,2021-04-25T20:00:00+00:00,46930.43,2021-05-05T20:00:00+00:00,2021-04-14T04:00:00+00:00,64986.11,finished_confirmed,impulse_finished_confirmed,2021-05-05T20:00:00+00:00,False,11.666667,10.0,2021-05-05T20:00:00+00:00,11.666667
SFI0054,up,E00327,E00328,2021-04-25T20:00:00+00:00,46930.43,2021-05-10T04:00:00+00:00,59654.0,2021-05-20T04:00:00+00:00,2021-04-25T20:00:00+00:00,46930.43,finished_confirmed,impulse_finished_confirmed,2021-05-20T04:00:00+00:00,False,14.333333,10.0,2021-05-20T04:00:00+00:00,14.333333
SFI0055,down,E00328,E00333,2021-05-10T04:00:00+00:00,59654.0,2021-05-19T12:00:00+00:00,28688.0,2021-05-29T12:00:00+00:00,2021-05-10T04:00:00+00:00,59654.0,finished_confirmed,impulse_finished_confirmed,2021-05-29T12:00:00+00:00,False,9.333333,10.0,2021-05-29T12:00:00+00:00,9.333333
SFI0056,up,E00333,E00337,2021-05-19T12:00:00+00:00,28688.0,2021-05-21T00:00:00+00:00,42270.42,2021-05-31T00:00:00+00:00,2021-05-19T12:00:00+00:00,28688.0,finished_confirmed,impulse_finished_confirmed,2021-05-31T00:00:00+00:00,False,1.5,10.0,2021-05-31T00:00:00+00:00,1.5
SFI0057,down,E00337,E00339,2021-05-21T00:00:00+00:00,42270.42,2021-05-23T16:00:00+00:00,31096.7,2021-06-02T16:00:00+00:00,2021-05-21T00:00:00+00:00,42270.42,finished_confirmed,impulse_finished_confirmed,2021-06-02T16:00:00+00:00,False,2.666667,10.0,2021-06-02T16:00:00+00:00,2.666667
SFI0058,up,E00339,E00340,2021-05-23T16:00:00+00:00,31096.7,2021-05-26T08:00:00+00:00,40900.0,2021-06-05T08:00:00+00:00,2021-05-23T16:00:00+00:00,31096.7,finished_confirmed,impulse_finished_confirmed,2021-06-05T08:00:00+00:00,False,2.666667,10.0,2021-06-05T08:00:00+00:00,2.666667
SFI0059,down,E00340,E00344,2021-05-26T08:00:00+00:00,40900.0,2021-06-08T12:00:00+00:00,30969.0,2021-06-18T12:00:00+00:00,2021-05-26T08:00:00+00:00,40900.0,finished_confirmed,impulse_finished_confirmed,2021-06-18T12:00:00+00:00,False,13.166667,10.0,2021-06-18T12:00:00+00:00,13.166667
SFI0060,up,E00344,E00345,2021-06-08T12:00:00+00:00,30969.0,2021-06-15T16:00:00+00:00,41413.0,2021-06-25T16:00:00+00:00,2021-06-08T12:00:00+00:00,30969.0,finished_confirmed,impulse_finished_confirmed,2021-06-25T16:00:00+00:00,False,7.166667,10.0,2021-06-25T16:00:00+00:00,7.166667
SFI0061,down,E00345,E00348,2021-06-15T16:00:00+00:00,41413.0,2021-06-22T12:00:00+00:00,28780.01,2021-07-02T12:00:00+00:00,2021-06-15T16:00:00+00:00,41413.0,finished_confirmed,impulse_finished_confirmed,2021-07-02T12:00:00+00:00,False,6.833333,10.0,2021-07-02T12:00:00+00:00,6.833333
SFI0062,up,E00348,E00349,2021-06-22T12:00:00+00:00,28780.01,2021-06-29T16:00:00+00:00,36623.0,2021-07-19T23:59:59.999000+00:00,2021-06-22T12:00:00+00:00,28780.01,finished_confirmed,impulse_finished_confirmed,2021-07-09T16:00:00+00:00,False,7.166667,10.0,2021-07-09T16:00:00+00:00,7.166667
SFI0063,down,E00349,E00351,2021-06-29T16:00:00+00:00,36623.0,2021-07-20T12:00:00+00:00,29242.24,2021-07-30T12:00:00+00:00,2021-06-29T16:00:00+00:00,36623.0,finished_confirmed,impulse_finished_confirmed,2021-07-30T12:00:00+00:00,False,20.833333,10.0,2021-07-30T12:00:00+00:00,20.833333
SFI0064,up,E00351,E00352,2021-07-20T12:00:00+00:00,29242.24,2021-07-26T00:00:00+00:00,48168.6,2021-08-05T00:00:00+00:00,2021-07-20T12:00:00+00:00,29242.24,finished_confirmed,impulse_finished_confirmed,2021-08-05T00:00:00+00:00,False,5.5,10.0,2021-08-05T00:00:00+00:00,5.5
SFI0065,down,E00352,E00354,2021-07-26T00:00:00+00:00,48168.6,2021-07-27T00:00:00+00:00,36384.31,2021-08-07T23:59:59.999000+00:00,2021-07-26T00:00:00+00:00,48168.6,finished_confirmed,impulse_finished_confirmed,2021-08-06T00:00:00+00:00,False,1.0,10.0,2021-08-06T00:00:00+00:00,1.0
SFI0066,up,E00354,E00355,2021-07-27T00:00:00+00:00,36384.31,2021-09-07T00:00:00+00:00,52950.0,2021-09-23T01:03:21.600000+00:00,2021-07-27T00:00:00+00:00,36384.31,finished_confirmed,impulse_finished_confirmed,2021-09-23T01:03:21.600000+00:00,False,42.0,16.044,2021-09-23T01:03:21.600000+00:00,42.0
SFI0067,down,E00355,E00361,2021-09-07T00:00:00+00:00,52950.0,2021-09-21T20:00:00+00:00,39503.58,2021-10-01T23:59:59.999000+00:00,2021-09-07T00:00:00+00:00,52950.0,finished_confirmed,impulse_finished_confirmed,2021-10-01T20:00:00+00:00,False,14.833333,10.0,2021-10-01T20:00:00+00:00,14.833333
SFI0068,up,E00361,E00366,2021-09-21T20:00:00+00:00,39503.58,2021-11-10T12:00:00+00:00,69198.7,2021-11-29T11:20:38.411001599+00:00,2021-09-21T20:00:00+00:00,39503.58,finished_confirmed,impulse_finished_confirmed,2021-11-29T11:20:38.411001599+00:00,False,49.666667,18.97266679,2021-11-29T11:20:38.411001599+00:00,49.666667
SFI0069,down,E00366,E00382,2021-11-10T12:00:00+00:00,69198.7,2022-01-24T12:00:00+00:00,32853.83,2022-02-22T03:36:00+00:00,2021-11-10T12:00:00+00:00,69198.7,finished_confirmed,impulse_finished_confirmed,2022-02-22T03:36:00+00:00,False,75.0,28.65,2022-02-22T03:36:00+00:00,75.0
SFI0070,up,E00382,E00383,2022-01-24T12:00:00+00:00,32853.83,2022-02-10T16:00:00+00:00,45847.5,2022-02-20T23:59:59.999000+00:00,2022-01-24T12:00:00+00:00,32853.83,finished_confirmed,impulse_finished_confirmed,2022-02-20T16:00:00+00:00,False,17.166667,10.0,2022-02-20T16:00:00+00:00,17.166667
SFI0071,down,E00383,E00387,2022-02-10T16:00:00+00:00,45847.5,2022-02-24T04:00:00+00:00,34303.7,2022-03-06T04:00:00+00:00,2022-02-10T16:00:00+00:00,45847.5,finished_confirmed,impulse_finished_confirmed,2022-03-06T04:00:00+00:00,False,13.5,10.0,2022-03-06T04:00:00+00:00,13.5
SFI0072,up,E00387,E00388,2022-02-24T04:00:00+00:00,34303.7,2022-03-02T12:00:00+00:00,45350.0,2022-03-12T12:00:00+00:00,2022-02-24T04:00:00+00:00,34303.7,finished_confirmed,impulse_finished_confirmed,2022-03-12T12:00:00+00:00,False,6.333333,10.0,2022-03-12T12:00:00+00:00,6.333333
SFI0073,down,E00388,E00391,2022-03-02T12:00:00+00:00,45350.0,2022-03-13T20:00:00+00:00,37500.0,2022-03-25T23:59:59.999000+00:00,2022-03-02T12:00:00+00:00,45350.0,finished_confirmed,impulse_finished_confirmed,2022-03-23T20:00:00+00:00,False,11.333333,10.0,2022-03-23T20:00:00+00:00,11.333333
SFI0074,up,E00391,E00392,2022-03-13T20:00:00+00:00,37500.0,2022-03-28T16:00:00+00:00,48200.0,2022-04-11T23:59:59.999000+00:00,2022-03-13T20:00:00+00:00,37500.0,finished_confirmed,impulse_finished_confirmed,2022-04-07T16:00:00+00:00,False,14.833333,10.0,2022-04-07T16:00:00+00:00,14.833333
SFI0075,down,E00392,E00407,2022-03-28T16:00:00+00:00,48200.0,2022-05-12T04:00:00+00:00,26631.0,2022-05-30T23:59:59.999000+00:00,2022-03-28T16:00:00+00:00,48200.0,finished_confirmed,impulse_finished_confirmed,2022-05-29T03:58:33.600000+00:00,False,44.5,16.999,2022-05-29T03:58:33.600000+00:00,44.5
SFI0076,up,E00407,E00408,2022-05-12T04:00:00+00:00,26631.0,2022-05-31T16:00:00+00:00,32427.5,2022-06-12T23:59:59.999000+00:00,2022-05-12T04:00:00+00:00,26631.0,finished_confirmed,impulse_finished_confirmed,2022-06-10T16:00:00+00:00,False,19.5,10.0,2022-06-10T16:00:00+00:00,19.5
SFI0077,down,E00408,E00414,2022-05-31T16:00:00+00:00,32427.5,2022-06-18T20:00:00+00:00,17593.2,2022-06-28T20:00:00+00:00,2022-05-31T16:00:00+00:00,32427.5,finished_confirmed,impulse_finished_confirmed,2022-06-28T20:00:00+00:00,False,18.166667,10.0,2022-06-28T20:00:00+00:00,18.166667
SFI0078,up,E00414,E00415,2022-06-18T20:00:00+00:00,17593.2,2022-08-15T00:00:00+00:00,25200.0,2022-09-05T20:06:14.411001600+00:00,2022-06-18T20:00:00+00:00,17593.2,finished_confirmed,impulse_finished_confirmed,2022-09-05T20:06:14.411001600+00:00,False,57.166667,21.83766679,2022-09-05T20:06:14.411001600+00:00,57.166667
SFI0079,down,E00415,E00422,2022-08-15T00:00:00+00:00,25200.0,2022-09-07T00:00:00+00:00,18500.0,2022-09-17T00:00:00+00:00,2022-08-15T00:00:00+00:00,25200.0,finished_confirmed,impulse_finished_confirmed,2022-09-17T00:00:00+00:00,False,23.0,10.0,2022-09-17T00:00:00+00:00,23.0
SFI0080,up,E00422,E00423,2022-09-07T00:00:00+00:00,18500.0,2022-09-13T12:00:00+00:00,22850.0,2022-09-23T12:00:00+00:00,2022-09-07T00:00:00+00:00,18500.0,finished_confirmed,impulse_finished_confirmed,2022-09-23T12:00:00+00:00,False,6.5,10.0,2022-09-23T12:00:00+00:00,6.5
SFI0081,down,E00423,E00432,2022-09-13T12:00:00+00:00,22850.0,2022-11-21T20:00:00+00:00,15443.2,2023-01-12T23:59:59.999000+00:00,2022-09-13T12:00:00+00:00,22850.0,finished_confirmed,impulse_finished_confirmed,2022-12-18T07:38:52.788998400+00:00,False,69.333333,26.48533321,2022-12-18T07:38:52.788998400+00:00,69.333333
